Mission_ID,Mission_Name,year,Space_Era,Rocket,Country,Agency,Agency_Type,Commercial_Mission,Mission_Type,Payload_Type,Payload_Mass_kg,orbit,destination,Launch_Site,Launch_Success,Mission_Success,Failure_Reason,Booster_Landing,reusable,crewed,Crew_Count,Mission_Cost_USD_M,Cost_Per_kg,AI_Assisted,AI_Role,Cost_Efficiency,Mission_Complexity,Agency_Success_Rate
M3638,Russia_Angara_L1995_014,1995,Post-Soviet,Angara,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,2754.0,TLI,TLI,Vostochny LC-1S,1,1,No Failure,0,0,0,0,82.6,29992,0,No AI Used in Mission,33.34,3.58,0.9475409836065574
M3639,Europe_Ariane5_L1995_002,1995,Post-Soviet,Ariane 5,Europe,Europe,Government,0,Earth Observation,Earth Observation,2159.0,MEO,MEO,Kourou ELA-3,1,1,No Failure,0,0,0,0,179.8,83279,0,No AI Used in Mission,12.01,3.957,0.9453376205787781
M3640,Russia_Soyuz-2_L1995_013,1995,Post-Soviet,Soyuz-2,Russia,Russia,Government,0,Resupply,Resupply,868.0,LEO,LEO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,89.0,102534,0,No AI Used in Mission,9.75,1.758,0.9475409836065574
M3641,USA_AtlasV_L1995_020,1995,Post-Soviet,Atlas V,USA,USA,Government,0,Military Sat,Military Sat,3246.0,SSO,SSO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,209.6,64571,0,No AI Used in Mission,15.49,5.3420000000000005,0.9441147378832839
M3642,Russia_Angara_L1995_034,1995,Post-Soviet,Angara,Russia,Russia,Government,0,Earth Observation,Earth Observation,800.0,HEO,HEO,Baikonur LC-1,1,1,No Failure,0,0,0,0,154.5,193125,0,No AI Used in Mission,5.18,2.3449999999999998,0.9475409836065574
M3643,USA_NewGlenn_L1995_022,1995,Post-Soviet,New Glenn,USA,USA,Private,1,Science Probe,Science Probe,3081.0,HEO,HEO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,79.2,25705,0,No AI Used in Mission,38.9,3.873,0.9441147378832839
M3644,USA_Antares_L1995_016,1995,Post-Soviet,Antares,USA,USA,Private,1,Crew Module,Crew Module,3096.0,GEO,GEO,Vandenberg SLC-4E,0,0,Structural Failure,0,0,0,0,225.3,72771,0,No AI Used in Mission,13.74,5.349,0.9441147378832839
M3645,Russia_Proton-M_L1995_027,1995,Post-Soviet,Proton-M,Russia,Russia,Government,0,Technology Demo,Technology Demo,6002.0,GTO,GTO,Baikonur LC-1,1,1,No Failure,0,0,0,0,191.0,31822,0,No AI Used in Mission,31.42,7.912,0.9475409836065574
M3646,Russia_Proton-M_L1995_019,1995,Post-Soviet,Proton-M,Russia,Russia,Government,0,Crew Module,Crew Module,4891.0,GEO,GEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,149.8,30627,0,No AI Used in Mission,32.65,6.389,0.9475409836065574
M3647,Russia_Soyuz-2_L1995_012,1995,Post-Soviet,Soyuz-2,Russia,Russia,Government,0,Technology Demo,Technology Demo,6031.0,Polar,Polar,Baikonur LC-1,1,1,No Failure,0,0,0,0,140.7,23329,0,No AI Used in Mission,42.86,7.438,0.9475409836065574
M3648,Russia_Rokot_L1995_007,1995,Post-Soviet,Rokot,Russia,Russia,Government,0,Military Sat,Military Sat,406.0,MEO,MEO,Baikonur LC-1,0,0,Structural Failure,0,0,0,0,147.8,364039,0,No AI Used in Mission,2.75,1.8840000000000003,0.9475409836065574
M3649,Russia_Soyuz-FG_L1995_009,1995,Post-Soviet,Soyuz-FG,Russia,Russia,Government,0,Military Sat,Military Sat,1252.0,LEO,LEO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,187.0,149361,0,No AI Used in Mission,6.7,3.122,0.9475409836065574
M3650,USA_Antares_L1995_018,1995,Post-Soviet,Antares,USA,USA,Government,0,Resupply,Resupply,2779.0,ISS,ISS,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,210.3,75674,0,No AI Used in Mission,13.21,4.882,0.9441147378832839
M3651,Europe_Vega_L1995_008,1995,Post-Soviet,Vega,Europe,Europe,Government,0,Navigation Sat,Navigation Sat,3745.0,Polar,Polar,Kourou ZLV,1,1,No Failure,0,0,0,0,176.8,47209,0,No AI Used in Mission,21.18,5.513,0.9453376205787781
M3652,Russia_Soyuz-2_L1995_015,1995,Post-Soviet,Soyuz-2,Russia,Russia,Government,0,Crew Module,Crew Module,2057.0,GEO,GEO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,79.9,38843,0,No AI Used in Mission,25.74,2.856,0.9475409836065574
M3653,USA_Antares_L1995_005,1995,Post-Soviet,Antares,USA,USA,Private,1,Resupply,Resupply,996.0,ISS,ISS,Kennedy LC-39A,1,1,No Failure,0,0,0,0,166.7,167369,0,No AI Used in Mission,5.97,2.663,0.9441147378832839
M3654,Russia_Rokot_L1995_030,1995,Post-Soviet,Rokot,Russia,Russia,Government,0,Military Sat,Military Sat,950.0,HEO,HEO,Plesetsk LC-43,0,0,Range Safety,0,0,0,0,80.6,84842,0,No AI Used in Mission,11.79,1.7559999999999998,0.9475409836065574
M3655,USA_DeltaII_L1995_001,1995,Post-Soviet,Delta II,USA,USA,Government,0,Weather Satellite,Weather Satellite,2304.0,GEO,GEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,150.1,65147,0,No AI Used in Mission,15.35,3.8049999999999997,0.9441147378832839
M3656,USA_DeltaII_L1995_009,1995,Post-Soviet,Delta II,USA,USA,Private,1,Weather Satellite,Weather Satellite,1048.0,TLI,TLI,Cape Canaveral SLC-40,0,0,Upper Stage Failure,0,0,0,0,187.8,179198,0,No AI Used in Mission,5.58,2.926,0.9441147378832839
M3657,USA_DeltaIV_L1995_008,1995,Post-Soviet,Delta IV,USA,USA,Private,1,Resupply,Resupply,2703.0,MEO,MEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,75.0,27746,0,No AI Used in Mission,36.04,3.453,0.9441147378832839
M3658,USA_Falcon9_L1995_012,1995,Post-Soviet,Falcon 9,USA,USA,Private,1,Crew Module,Crew Module,5717.0,ISS,ISS,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,121.6,21269,0,No AI Used in Mission,47.01,6.933,0.9441147378832839
M3659,Russia_Soyuz-2_L1995_033,1995,Post-Soviet,Soyuz-2,Russia,Russia,Government,0,Resupply,Resupply,6152.0,GEO,GEO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,101.4,16482,0,No AI Used in Mission,60.67,7.166,0.9475409836065574
M3660,Russia_Angara_L1995_017,1995,Post-Soviet,Angara,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,3184.0,HEO,HEO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,176.5,55433,0,No AI Used in Mission,18.04,4.949,0.9475409836065574
M3661,Russia_Angara_L1995_004,1995,Post-Soviet,Angara,Russia,Russia,Government,0,Military Sat,Military Sat,4078.0,TLI,TLI,Baikonur LC-1,1,1,No Failure,0,0,0,0,110.6,27121,0,No AI Used in Mission,36.87,5.184,0.9475409836065574
M3662,Russia_Soyuz-FG_L1995_036,1995,Post-Soviet,Soyuz-FG,Russia,Russia,Government,0,Crew Module,Crew Module,4852.0,Polar,Polar,Baikonur LC-1,1,1,No Failure,0,0,0,0,111.8,23042,0,No AI Used in Mission,43.4,5.970000000000001,0.9475409836065574
M3663,USA_AtlasV_L1995_007,1995,Post-Soviet,Atlas V,USA,USA,Government,0,Weather Satellite,Weather Satellite,1686.0,GTO,GTO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,218.3,129478,0,No AI Used in Mission,7.72,3.869,0.9441147378832839
M3664,Russia_Soyuz-2_L1995_032,1995,Post-Soviet,Soyuz-2,Russia,Russia,Government,0,Military Sat,Military Sat,6018.0,HEO,HEO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,138.6,23030,0,No AI Used in Mission,43.42,7.404,0.9475409836065574
M3665,USA_NewGlenn_L1995_013,1995,Post-Soviet,New Glenn,USA,USA,Private,1,Navigation Sat,Navigation Sat,7973.0,HEO,HEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,131.7,16518,0,No AI Used in Mission,60.54,9.29,0.9441147378832839
M3666,USA_DeltaIV_L1995_027,1995,Post-Soviet,Delta IV,USA,USA,Private,1,Science Probe,Science Probe,5787.0,ISS,ISS,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,169.5,29289,0,No AI Used in Mission,34.14,7.482,0.9441147378832839
M3667,Russia_Soyuz-FG_L1995_035,1995,Post-Soviet,Soyuz-FG,Russia,Russia,Government,0,Resupply,Resupply,2956.0,SSO,SSO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,115.9,39208,0,No AI Used in Mission,25.5,4.115,0.9475409836065574
M3668,USA_NewGlenn_L1995_015,1995,Post-Soviet,New Glenn,USA,USA,Private,1,Crew Module,Crew Module,4445.0,HEO,HEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,149.0,33520,0,No AI Used in Mission,29.83,5.9350000000000005,0.9441147378832839
M3669,Russia_Angara_L1995_028,1995,Post-Soviet,Angara,Russia,Russia,Government,0,Earth Observation,Earth Observation,5625.0,GTO,GTO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,221.4,39360,0,No AI Used in Mission,25.41,7.839,0.9475409836065574
M3670,Russia_Soyuz-FG_L1995_024,1995,Post-Soviet,Soyuz-FG,Russia,Russia,Government,0,Resupply,Resupply,302.0,TLI,TLI,Baikonur LC-1,1,1,No Failure,0,0,0,0,83.3,275827,0,No AI Used in Mission,3.63,1.135,0.9475409836065574
M3671,USA_DeltaIV_L1995_014,1995,Post-Soviet,Delta IV,USA,USA,Private,1,Earth Observation,Earth Observation,4214.0,SSO,SSO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,120.6,28618,0,No AI Used in Mission,34.94,5.42,0.9441147378832839
M3672,USA_DeltaII_L1995_024,1995,Post-Soviet,Delta II,USA,USA,Private,1,Weather Satellite,Weather Satellite,2503.0,GTO,GTO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,133.6,53375,0,No AI Used in Mission,18.74,3.839,0.9441147378832839
M3673,Europe_Ariane5_L1995_005,1995,Post-Soviet,Ariane 5,Europe,Europe,Government,0,Science Probe,Science Probe,6413.0,Polar,Polar,Kourou ZLV,1,1,No Failure,0,0,0,0,83.6,13036,0,No AI Used in Mission,76.71,7.2490000000000006,0.9453376205787781
M3674,Russia_Angara_L1995_023,1995,Post-Soviet,Angara,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,6123.0,Polar,Polar,Baikonur LC-1,1,1,No Failure,0,0,0,0,158.4,25869,0,No AI Used in Mission,38.66,7.707000000000001,0.9475409836065574
M3675,USA_Antares_L1995_017,1995,Post-Soviet,Antares,USA,USA,Government,0,Technology Demo,Technology Demo,392.0,MEO,MEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,146.4,373469,0,No AI Used in Mission,2.68,1.8559999999999999,0.9441147378832839
M3676,USA_NewGlenn_L1995_025,1995,Post-Soviet,New Glenn,USA,USA,Government,0,Weather Satellite,Weather Satellite,1810.0,MEO,MEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,192.5,106353,0,No AI Used in Mission,9.4,3.7350000000000003,0.9441147378832839
M3677,Russia_Rokot_L1995_010,1995,Post-Soviet,Rokot,Russia,Russia,Government,0,Science Probe,Science Probe,6122.0,Polar,Polar,Baikonur LC-1,1,1,No Failure,0,0,0,0,113.1,18474,0,No AI Used in Mission,54.13,7.253,0.9475409836065574
M3678,Russia_Rokot_L1995_008,1995,Post-Soviet,Rokot,Russia,Russia,Government,0,Military Sat,Military Sat,4064.0,MEO,MEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,114.4,28149,0,No AI Used in Mission,35.52,5.208,0.9475409836065574
M3679,USA_NewGlenn_L1995_019,1995,Post-Soviet,New Glenn,USA,USA,Government,0,Technology Demo,Technology Demo,4738.0,TLI,TLI,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,131.1,27669,0,No AI Used in Mission,36.14,6.049,0.9441147378832839
M3680,Japan_H-IIB_L1995_002,1995,Post-Soviet,H-IIB,Japan,Japan,Government,0,Weather Satellite,Weather Satellite,7263.0,TLI,TLI,Tanegashima LP-1,1,1,No Failure,0,0,0,0,134.9,18573,0,No AI Used in Mission,53.84,8.612,0.9021739130434783
M3681,Russia_Angara_L1995_031,1995,Post-Soviet,Angara,Russia,Russia,Government,0,Science Probe,Science Probe,438.0,MEO,MEO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,223.1,509360,0,No AI Used in Mission,1.96,2.669,0.9475409836065574
M3682,USA_Falcon9_L1995_023,1995,Post-Soviet,Falcon 9,USA,USA,Private,1,Resupply,Resupply,3157.0,MEO,MEO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,173.1,54830,0,No AI Used in Mission,18.24,4.888,0.9441147378832839
M3683,Europe_Ariane6_L1995_010,1995,Post-Soviet,Ariane 6,Europe,Europe,Government,0,Technology Demo,Technology Demo,2212.0,GTO,GTO,Kourou ZLV,1,1,No Failure,0,0,0,0,123.9,56012,0,No AI Used in Mission,17.85,3.4510000000000005,0.9453376205787781
M3684,Russia_Angara_L1995_005,1995,Post-Soviet,Angara,Russia,Russia,Government,0,Military Sat,Military Sat,7985.0,ISS,ISS,Vostochny LC-1S,1,1,No Failure,0,0,0,0,112.7,14114,0,No AI Used in Mission,70.85,9.112,0.9475409836065574
M3685,Russia_Proton-M_L1995_022,1995,Post-Soviet,Proton-M,Russia,Russia,Government,0,Technology Demo,Technology Demo,6195.0,GEO,GEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,233.4,37675,0,No AI Used in Mission,26.54,8.529,0.9475409836065574
M3686,Europe_Ariane5_L1995_006,1995,Post-Soviet,Ariane 5,Europe,Europe,Government,0,Technology Demo,Technology Demo,534.0,GTO,GTO,Kourou ZLV,1,1,No Failure,0,0,0,0,178.1,333520,0,No AI Used in Mission,3.0,2.315,0.9453376205787781
M3687,USA_AtlasV_L1995_011,1995,Post-Soviet,Atlas V,USA,USA,Private,1,Resupply,Resupply,237.0,MEO,MEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,193.7,817299,0,No AI Used in Mission,1.22,2.174,0.9441147378832839
M3688,Russia_Soyuz-2_L1995_018,1995,Post-Soviet,Soyuz-2,Russia,Russia,Government,0,Military Sat,Military Sat,4349.0,ISS,ISS,Baikonur LC-1,1,1,No Failure,0,0,0,0,98.7,22694,0,No AI Used in Mission,44.06,5.336,0.9475409836065574
M3689,Russia_Proton-M_L1995_026,1995,Post-Soviet,Proton-M,Russia,Russia,Government,0,Resupply,Resupply,7287.0,ISS,ISS,Plesetsk LC-43,1,1,No Failure,0,0,0,0,158.4,21737,0,No AI Used in Mission,46.0,8.871,0.9475409836065574
M3690,Europe_Ariane6_L1995_003,1995,Post-Soviet,Ariane 6,Europe,Europe,Government,0,Weather Satellite,Weather Satellite,3982.0,SSO,SSO,Kourou ELA-4,1,1,No Failure,0,0,0,0,106.8,26820,0,No AI Used in Mission,37.28,5.050000000000001,0.9453376205787781
M3691,Russia_Angara_L1995_003,1995,Post-Soviet,Angara,Russia,Russia,Government,0,Resupply,Resupply,3016.0,MEO,MEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,211.7,70192,0,No AI Used in Mission,14.25,5.133,0.9475409836065574
M3692,Russia_Rokot_L1995_001,1995,Post-Soviet,Rokot,Russia,Russia,Government,0,Navigation Sat,Navigation Sat,959.0,MEO,MEO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,102.7,107090,0,No AI Used in Mission,9.34,1.9860000000000002,0.9475409836065574
M3693,Russia_Angara_L1995_029,1995,Post-Soviet,Angara,Russia,Russia,Government,0,Crew Module,Crew Module,2097.0,ISS,ISS,Baikonur LC-1,1,1,No Failure,0,0,0,0,61.6,29375,0,No AI Used in Mission,34.04,2.713,0.9475409836065574
M3694,Russia_Rokot_L1995_025,1995,Post-Soviet,Rokot,Russia,Russia,Government,0,Science Probe,Science Probe,7289.0,MEO,MEO,Baikonur LC-1,1,1,No Failure,0,0,0,0,244.5,33543,0,No AI Used in Mission,29.81,9.734,0.9475409836065574
M3695,Russia_Rokot_L1995_002,1995,Post-Soviet,Rokot,Russia,Russia,Government,0,Military Sat,Military Sat,1093.0,GEO,GEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,207.8,190118,0,No AI Used in Mission,5.26,3.1710000000000003,0.9475409836065574
M3696,USA_DeltaIV_L1995_010,1995,Post-Soviet,Delta IV,USA,USA,Government,0,Comm Satellite,Comm Satellite,1171.0,Polar,Polar,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,71.2,60802,0,No AI Used in Mission,16.45,1.883,0.9441147378832839
M3697,USA_NewGlenn_L1995_002,1995,Post-Soviet,New Glenn,USA,USA,Private,1,Earth Observation,Earth Observation,1772.0,Polar,Polar,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,99.1,55925,0,No AI Used in Mission,17.88,2.763,0.9441147378832839
M3698,Europe_Vega-C_L1995_001,1995,Post-Soviet,Vega-C,Europe,Europe,Government,0,Resupply,Resupply,6394.0,TLI,TLI,Kourou ZLV,1,1,No Failure,0,0,0,0,130.5,20409,0,No AI Used in Mission,49.0,7.699,0.9453376205787781
M3699,Russia_Proton-M_L1995_011,1995,Post-Soviet,Proton-M,Russia,Russia,Government,0,Military Sat,Military Sat,3148.0,GTO,GTO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,111.6,35451,0,No AI Used in Mission,28.21,4.264,0.9475409836065574
M3700,Russia_Proton-M_L1995_016,1995,Post-Soviet,Proton-M,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,433.0,GTO,GTO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,89.3,206235,0,No AI Used in Mission,4.85,1.326,0.9475409836065574
M3701,Europe_Vega-C_L1996_005,1996,Post-Soviet,Vega-C,Europe,Europe,Government,0,Comm Satellite,Comm Satellite,1379.0,Polar,Polar,Kourou ELA-4,1,1,No Failure,0,0,0,0,113.7,82451,0,No AI Used in Mission,12.13,2.516,0.9453376205787781
M3702,USA_Falcon9_L1996_002,1996,Post-Soviet,Falcon 9,USA,USA,Private,1,Technology Demo,Technology Demo,1045.0,SSO,SSO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,174.9,167368,0,No AI Used in Mission,5.97,2.794,0.9441147378832839
M3703,USA_DeltaIV_L1996_027,1996,Post-Soviet,Delta IV,USA,USA,Private,1,Navigation Sat,Navigation Sat,7431.0,TLI,TLI,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,83.5,11236,0,No AI Used in Mission,88.99,8.266,0.9441147378832839
M3704,Russia_Soyuz-FG_L1996_003,1996,Post-Soviet,Soyuz-FG,Russia,Russia,Government,0,Crew Module,Crew Module,1465.0,LEO,LEO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,135.7,92628,0,No AI Used in Mission,10.8,2.822,0.9475409836065574
M3705,USA_NewGlenn_L1996_021,1996,Post-Soviet,New Glenn,USA,USA,Private,1,Technology Demo,Technology Demo,3343.0,MEO,MEO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,110.2,32964,0,No AI Used in Mission,30.34,4.445,0.9441147378832839
M3706,USA_DeltaII_L1996_026,1996,Post-Soviet,Delta II,USA,USA,Private,1,Navigation Sat,Navigation Sat,3593.0,HEO,HEO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,153.5,42722,0,No AI Used in Mission,23.41,5.128,0.9441147378832839
M3707,Russia_Soyuz-2_L1996_026,1996,Post-Soviet,Soyuz-2,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,3730.0,MEO,MEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,139.3,37345,0,No AI Used in Mission,26.78,5.123,0.9475409836065574
M3708,Russia_Angara_L1996_002,1996,Post-Soviet,Angara,Russia,Russia,Government,0,Comm Satellite,Comm Satellite,1837.0,SSO,SSO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,275.2,149809,0,No AI Used in Mission,6.68,4.5889999999999995,0.9475409836065574
M3709,Russia_Rokot_L1996_001,1996,Post-Soviet,Rokot,Russia,Russia,Government,0,Technology Demo,Technology Demo,7967.0,ISS,ISS,Vostochny LC-1S,1,1,No Failure,0,0,0,0,85.6,10744,0,No AI Used in Mission,93.07,8.823,0.9475409836065574
M3710,USA_FalconHeavy_L1996_007,1996,Post-Soviet,Falcon Heavy,USA,USA,Government,0,Navigation Sat,Navigation Sat,2027.0,Polar,Polar,Kennedy LC-39A,1,1,No Failure,0,0,0,0,111.1,54810,0,No AI Used in Mission,18.24,3.138,0.9441147378832839
M3711,USA_NewGlenn_L1996_005,1996,Post-Soviet,New Glenn,USA,USA,Private,1,Comm Satellite,Comm Satellite,2670.0,TLI,TLI,Kennedy LC-39A,1,1,No Failure,0,0,0,0,242.2,90711,0,No AI Used in Mission,11.02,5.092,0.9441147378832839
M3712,USA_Falcon9_L1996_009,1996,Post-Soviet,Falcon 9,USA,USA,Government,0,Crew Module,Crew Module,6672.0,TLI,TLI,Cape Canaveral SLC-40,0,0,Structural Failure,0,0,0,0,139.7,20938,0,No AI Used in Mission,47.76,8.068999999999999,0.9441147378832839
M3713,USA_Antares_L1996_022,1996,Post-Soviet,Antares,USA,USA,Private,1,Technology Demo,Technology Demo,636.0,ISS,ISS,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,231.5,363993,0,No AI Used in Mission,2.75,2.951,0.9441147378832839
M3714,China_LongMarch2_L1996_002,1996,Post-Soviet,Long March 2,China,China,Government,0,Weather Satellite,Weather Satellite,6193.0,Polar,Polar,Xichang LC-2,1,1,No Failure,0,0,0,0,134.5,21718,0,No AI Used in Mission,46.04,7.537999999999999,0.9472817133443163
M3715,Russia_Angara_L1996_024,1996,Post-Soviet,Angara,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,7543.0,GTO,GTO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,116.9,15497,0,No AI Used in Mission,64.53,8.712,0.9475409836065574
M3716,Russia_Rokot_L1996_016,1996,Post-Soviet,Rokot,Russia,Russia,Government,0,Technology Demo,Technology Demo,2344.0,TLI,TLI,Plesetsk LC-43,1,1,No Failure,0,0,0,0,166.7,71117,0,No AI Used in Mission,14.06,4.010999999999999,0.9475409836065574
M3717,Russia_Soyuz-FG_L1996_009,1996,Post-Soviet,Soyuz-FG,Russia,Russia,Government,0,Earth Observation,Earth Observation,6817.0,ISS,ISS,Vostochny LC-1S,1,1,No Failure,0,0,0,0,170.5,25011,0,No AI Used in Mission,39.98,8.522,0.9475409836065574
M3718,USA_NewGlenn_L1996_018,1996,Post-Soviet,New Glenn,USA,USA,Private,1,Crew Module,Crew Module,6819.0,TLI,TLI,Kennedy LC-39A,1,1,No Failure,0,0,0,0,111.2,16307,0,No AI Used in Mission,61.32,7.931,0.9441147378832839
M3719,Russia_Soyuz-FG_L1996_011,1996,Post-Soviet,Soyuz-FG,Russia,Russia,Government,0,Navigation Sat,Navigation Sat,5007.0,Polar,Polar,Vostochny LC-1S,1,1,No Failure,0,0,0,0,235.9,47114,0,No AI Used in Mission,21.23,7.366,0.9475409836065574
M3720,Russia_Rokot_L1996_006,1996,Post-Soviet,Rokot,Russia,Russia,Government,0,Crew Module,Crew Module,2454.0,GEO,GEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,222.6,90709,0,No AI Used in Mission,11.02,4.68,0.9475409836065574
M3721,USA_NewGlenn_L1996_020,1996,Post-Soviet,New Glenn,USA,USA,Government,0,Science Probe,Science Probe,7551.0,ISS,ISS,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,107.1,14183,0,No AI Used in Mission,70.5,8.622,0.9441147378832839
M3722,USA_DeltaII_L1996_030,1996,Post-Soviet,Delta II,USA,USA,Government,0,Crew Module,Crew Module,606.0,ISS,ISS,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,154.9,255610,0,No AI Used in Mission,3.91,2.1550000000000002,0.9441147378832839
M3723,Russia_Rokot_L1996_018,1996,Post-Soviet,Rokot,Russia,Russia,Government,0,Technology Demo,Technology Demo,2560.0,MEO,MEO,Baikonur LC-1,1,1,No Failure,0,0,0,0,105.7,41289,0,No AI Used in Mission,24.22,3.617,0.9475409836065574
M3724,Russia_Soyuz-FG_L1996_019,1996,Post-Soviet,Soyuz-FG,Russia,Russia,Government,0,Crew Module,Crew Module,6621.0,TLI,TLI,Plesetsk LC-43,1,1,No Failure,0,0,0,0,129.9,19619,0,No AI Used in Mission,50.97,7.920000000000001,0.9475409836065574
M3725,Russia_Proton-M_L1996_022,1996,Post-Soviet,Proton-M,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,1415.0,ISS,ISS,Vostochny LC-1S,1,1,No Failure,0,0,0,0,217.9,153992,0,No AI Used in Mission,6.49,3.5940000000000003,0.9475409836065574
M3726,Russia_Proton-M_L1996_010,1996,Post-Soviet,Proton-M,Russia,Russia,Government,0,Crew Module,Crew Module,2635.0,LEO,LEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,160.6,60948,0,No AI Used in Mission,16.41,4.241,0.9475409836065574
M3727,USA_AtlasV_L1996_001,1996,Post-Soviet,Atlas V,USA,USA,Government,0,Weather Satellite,Weather Satellite,1408.0,MEO,MEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,151.7,107741,0,No AI Used in Mission,9.28,2.925,0.9441147378832839
M3728,Russia_Rokot_L1996_005,1996,Post-Soviet,Rokot,Russia,Russia,Government,0,Navigation Sat,Navigation Sat,3134.0,MEO,MEO,Baikonur LC-1,1,1,No Failure,0,0,0,0,175.3,55934,0,No AI Used in Mission,17.88,4.8870000000000005,0.9475409836065574
M3729,Europe_Vega_L1996_011,1996,Post-Soviet,Vega,Europe,Europe,Government,0,Science Probe,Science Probe,4898.0,TLI,TLI,Kourou ZLV,1,1,No Failure,0,0,0,0,76.4,15598,0,No AI Used in Mission,64.11,5.662,0.9453376205787781
M3730,Europe_Ariane5_L1996_001,1996,Post-Soviet,Ariane 5,Europe,Europe,Government,0,Weather Satellite,Weather Satellite,2159.0,HEO,HEO,Kourou ELA-3,1,1,No Failure,0,0,0,0,157.9,73135,0,No AI Used in Mission,13.67,3.7379999999999995,0.9453376205787781
M3731,China_LongMarch2_L1996_003,1996,Post-Soviet,Long March 2,China,China,Government,0,Earth Observation,Earth Observation,1090.0,MEO,MEO,Jiuquan SLS-1,1,1,No Failure,0,0,0,0,80.1,73486,0,No AI Used in Mission,13.61,1.891,0.9472817133443163
M3732,USA_AtlasV_L1996_017,1996,Post-Soviet,Atlas V,USA,USA,Government,0,Resupply,Resupply,4512.0,HEO,HEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,93.3,20678,0,No AI Used in Mission,48.36,5.444999999999999,0.9441147378832839
